user_id,lat,lon,weather_id,weather_main,weather_description,weather_icon,base,temperature,feels_like,temp_min,temp_max,pressure,humidity,sea_level,grnd_level,visibility,wind,wind_deg,wind_gust,rain,clouds,dt,sys,timezone,id,name,cod
5,-81.6102,-48.0653,804,Clouds,overcast clouds,04n,stations,238.64,231.64,238.64,238.64,982,78,982.0,966.0,10000,3.82,113,4.82,,{'all': 100},1716572610,0,-10800,0,,200
3,-82.6102,-43.0653,801,Clouds,few clouds,02n,stations,238.89,231.89,238.89,238.89,983,60,983.0,933.0,10000,4.11,118,3.62,,{'all': 19},1716572612,0,-10800,0,,200
5,-84.6102,-48.0653,801,Clouds,few clouds,02n,stations,231.92,224.92,231.92,231.92,994,74,994.0,806.0,10000,6.95,126,11.26,,{'all': 21},1716572613,0,-10800,0,,200
2,-83.6102,-42.0653,800,Clear,clear sky,01n,stations,235.24,228.24,235.24,235.24,988,67,988.0,823.0,10000,11.14,97,17.49,,{'all': 5},1716572614,0,-10800,0,,200
5,-75.6102,-58.0653,804,Clouds,overcast clouds,04n,stations,255.85,248.85,255.85,255.85,979,92,979.0,973.0,2938,8.36,233,14.31,,{'all': 100},1716572616,0,-10800,0,,200
8,-84.6102,-42.0653,802,Clouds,scattered clouds,03n,stations,232.25,225.25,232.25,232.25,993,73,993.0,785.0,10000,9.51,98,15.36,,{'all': 29},1716572618,0,-10800,0,,200
10,28.9572,-164.799,800,Clear,clear sky,01d,stations,294.95,295.43,294.95,294.95,1021,86,1021.0,1021.0,10000,5.29,138,7.35,,{'all': 1},1716572619,1716616159,-39600,0,,200
3,-72.1102,-51.5653,804,Clouds,overcast clouds,04n,stations,249.91,242.91,249.91,249.91,982,94,982.0,982.0,10000,4.68,324,7.5,,{'all': 100},1716572619,0,-10800,0,,200
10,-84.1102,-46.5653,800,Clear,clear sky,01n,stations,233.57,226.57,233.57,233.57,991,72,991.0,826.0,10000,5.7,138,7.18,,{'all': 7},1716572620,0,-10800,0,,200
4,-84.6102,-50.0653,801,Clouds,few clouds,02n,stations,231.93,224.93,231.93,231.93,994,75,994.0,806.0,10000,7.66,123,12.38,,{'all': 17},1716572621,0,-10800,0,,200
4,-84.6102,-41.0653,802,Clouds,scattered clouds,03n,stations,231.41,224.41,231.41,231.41,994,75,994.0,779.0,10000,9.08,98,14.86,,{'all': 28},1716572623,0,-10800,0,,200
8,-82.1102,-48.5653,804,Clouds,overcast clouds,04n,stations,241.7,234.7,241.7,241.7,982,63,982.0,952.0,10000,4.46,141,6.89,,{'all': 94},1716572624,0,-10800,0,,200
7,-74.6102,-56.0653,600,Snow,light snow,13n,stations,263.05,256.05,263.05,263.05,978,93,978.0,978.0,8355,5.62,242,9.1,,{'all': 100},1716572625,0,-10800,0,,200
8,-81.6102,-55.0653,804,Clouds,overcast clouds,04n,stations,238.83,231.83,238.83,238.83,983,84,983.0,965.0,10000,4.59,140,6.61,,{'all': 100},1716572627,0,-10800,0,,200
8,17.9181,77.4406,804,Clouds,overcast clouds,04n,stations,306.99,306.96,306.99,306.99,1000,34,1000.0,932.0,10000,3.16,210,6.12,,{'all': 92},1716572628,1716556755,19800,1275738,Bīdar,200
4,2.9724,87.5806,500,Rain,light rain,10n,stations,302.14,308.53,302.14,302.14,1007,83,1007.0,1007.0,10000,9.46,239,14.35,{'1h': 0.47},{'all': 100},1716572629,1716552886,21600,0,,200
7,27.0842,82.5712,800,Clear,clear sky,01n,stations,309.62,308.84,309.62,309.62,997,25,997.0,987.0,10000,2.69,110,3.39,,{'all': 5},1716572629,1716556537,19800,1276184,Bhandaria,200
10,22.0842,87.5712,800,Clear,clear sky,01n,stations,303.92,310.14,303.92,303.92,999,70,999.0,999.0,10000,2.94,187,5.51,,{'all': 8},1716572630,1716554765,19800,1272101,Egra,200
10,21.9221,80.7789,803,Clouds,broken clouds,04n,stations,305.88,305.1,305.88,305.88,999,32,999.0,934.0,10000,2.15,109,6.06,,{'all': 78},1716572632,1716556378,19800,1277776,Baihar,200
8,22.9181,69.4406,800,Clear,clear sky,01n,stations,301.83,307.21,301.83,301.83,1002,81,1002.0,998.0,10000,7.75,253,9.7,,{'all': 0},1716572634,1716559209,19800,1263824,Māndvi,200
1,22.85,77.95,802,Clouds,scattered clouds,03n,stations,310.6,309.31,310.6,310.6,997,21,997.0,965.0,10000,3.55,74,8.39,,{'all': 26},1716572634,1716557159,19800,1278073,Bābai,200
2,22.2442,89.5378,800,Clear,clear sky,01n,stations,303.39,309.84,303.39,303.39,1000,74,1000.0,999.0,10000,3.44,175,6.18,,{'all': 6},1716572636,1716554310,21600,1185239,Sarankhola,200
8,25.0837,76.7974,802,Clouds,scattered clouds,03n,stations,310.86,309.24,310.86,310.86,997,19,997.0,963.0,10000,3.71,96,7.94,,{'all': 41},1716572637,1716557688,19800,1277084,Bārān,200
1,21.3871,76.4917,803,Clouds,broken clouds,04n,stations,312.62,310.76,312.62,312.62,997,16,997.0,959.0,10000,5.82,300,9.51,,{'all': 64},1716572638,1716557349,19800,1261517,Nepānagar,200
8,0.8505,81.2711,804,Clouds,overcast clouds,04n,stations,302.33,308.4,302.33,302.33,1008,80,1008.0,1008.0,10000,8.08,238,10.9,,{'all': 100},1716572639,1716554206,18000,0,,200
1,21.2442,92.5378,800,Clear,clear sky,01n,stations,298.81,299.96,298.81,298.81,1002,97,1002.0,991.0,10000,1.02,115,1.9,,{'all': 8},1716572641,1716639907,23400,1185095,Teknāf,200
6,-69.6102,-46.0653,804,Clouds,overcast clouds,04n,stations,251.66,244.66,251.66,251.66,990,94,990.0,990.0,10000,8.63,320,16.15,,{'all': 86},1716572643,1716565541,-10800,0,,200
4,-69.6102,-51.0653,803,Clouds,broken clouds,04n,stations,250.22,243.22,250.22,250.22,989,95,989.0,989.0,10000,8.08,318,13.42,,{'all': 83},1716572644,1716566732,-10800,0,,200
3,29.7415,77.7681,800,Clear,clear sky,01n,stations,307.01,306.25,307.01,307.01,998,30,998.0,969.0,10000,2.04,114,2.12,,{'all': 0},1716572645,1716558018,19800,1273265,Deoband,200
1,25.85,76.95,802,Clouds,scattered clouds,03n,stations,310.07,308.27,310.07,310.07,997,19,997.0,963.0,10000,3.09,110,7.5,,{'all': 25},1716572647,1716557741,19800,1256593,Sheopur,200
2,35.0842,76.5712,803,Clouds,broken clouds,04n,stations,271.45,269.41,271.45,271.45,1020,49,1020.0,569.0,10000,1.53,29,2.04,,{'all': 61},1716572648,1716559030,18000,1174094,Khapalu,200
2,-74.6102,-46.0653,600,Snow,light snow,13n,stations,250.23,243.23,250.23,250.23,979,98,979.0,979.0,129,7.36,326,12.02,,{'all': 100},1716572648,0,-10800,0,,200
5,-75.6102,-45.0653,600,Snow,light snow,13n,stations,250.31,243.31,250.31,250.31,977,98,977.0,977.0,117,6.8,332,11.04,,{'all': 100},1716572649,0,-10800,0,,200
8,18.9975,78.7898,803,Clouds,broken clouds,04n,stations,309.16,311.0,309.16,309.16,998,36,998.0,974.0,10000,7.28,171,11.37,,{'all': 78},1716572651,1716556543,19800,1266124,Koratla,200
5,19.1232,79.2088,803,Clouds,broken clouds,04n,stations,305.84,307.79,305.84,305.84,998,46,998.0,955.0,10000,7.28,160,11.97,,{'all': 58},1716572651,1716556456,19800,1278282,Asifābād,200
3,21.9975,63.7898,802,Clouds,scattered clouds,03n,stations,302.53,309.53,302.53,302.53,1003,84,1003.0,1003.0,10000,7.13,237,8.25,,{'all': 48},1716572652,1716560465,14400,0,,200
10,-73.6102,-45.0653,600,Snow,light snow,13n,stations,249.77,242.77,249.77,249.77,981,97,981.0,981.0,272,6.67,327,10.51,,{'all': 100},1716572652,0,-10800,0,,200
1,27.2442,93.5378,800,Clear,clear sky,01n,stations,296.42,296.42,296.42,296.42,1005,62,1005.0,892.0,10000,2.6,335,1.67,,{'all': 6},1716572653,1716553923,19800,1269655,Itanagar,200
7,36.85,80.95,804,Clouds,overcast clouds,04n,stations,298.93,298.09,298.93,298.93,1001,20,1001.0,846.0,10000,0.58,164,2.67,,{'all': 99},1716572653,1716644688,28800,1281019,Hotan,200
8,23.85,78.95,800,Clear,clear sky,01n,stations,308.58,307.63,308.58,308.58,999,26,999.0,947.0,10000,3.49,77,7.9,,{'all': 0},1716572655,1716557031,19800,1256716,Shāhpur,200
9,26.85,82.95,800,Clear,clear sky,01n,stations,309.24,308.32,309.24,309.24,997,25,997.0,988.0,10000,1.71,110,1.99,,{'all': 6},1716572655,1716556418,19800,1267115,Khalīlābād,200
4,18.85,78.95,803,Clouds,broken clouds,04n,stations,306.85,309.38,306.85,306.85,998,45,998.0,972.0,10000,8.55,167,13.11,,{'all': 61},1716572657,1716556489,19800,1269562,Jagtiāl,200
3,26.6415,82.7681,802,Clouds,scattered clouds,03n,stations,310.18,309.63,310.18,310.18,997,25,997.0,988.0,10000,1.7,109,2.56,,{'all': 46},1716572658,1716556437,19800,1255024,Tāndā,200
1,17.1232,81.2088,804,Clouds,overcast clouds,04n,stations,301.13,304.75,301.13,301.13,1001,77,1001.0,991.0,10000,4.05,131,8.3,,{'all': 100},1716572659,1716555769,19800,7302851,Sathupalli,200
3,22.1232,78.2088,801,Clouds,few clouds,02n,stations,308.5,306.86,308.5,308.5,999,22,999.0,950.0,10000,2.44,78,4.67,,{'all': 22},1716572661,1716557017,19800,1278775,Amla,200
8,23.3107,69.1926,800,Clear,clear sky,01n,stations,301.07,305.05,301.07,301.07,1002,80,1002.0,984.0,10000,7.72,248,10.23,,{'all': 0},1716572662,1716559313,19800,1258098,Roha,200
6,24.3107,75.1926,802,Clouds,scattered clouds,03n,stations,311.59,310.63,311.59,311.59,998,21,998.0,955.0,10000,1.93,89,3.55,,{'all': 34},1716572664,1716557985,19800,1261829,Nārāyangarh,200
8,-14.399,-120.7677,801,Clouds,few clouds,02d,stations,299.34,299.34,299.34,299.34,1017,69,1017.0,1017.0,10000,8.57,82,9.01,,{'all': 15},1716572664,1716601278,-28800,0,,200
7,18.85,86.95,804,Clouds,overcast clouds,04n,stations,303.55,310.55,303.55,303.55,999,80,999.0,999.0,10000,5.72,58,7.36,,{'all': 94},1716572666,1716554569,21600,1266220,Konark,200
5,20.7415,79.7681,802,Clouds,scattered clouds,03n,stations,309.0,309.33,309.0,309.0,997,31,997.0,973.0,10000,2.6,224,6.1,,{'all': 49},1716572667,1716556493,19800,1260022,Pawni,200
6,18.7415,79.7681,804,Clouds,overcast clouds,04n,stations,305.07,308.9,305.07,305.07,999,56,999.0,983.0,10000,7.43,176,11.52,,{'all': 97},1716572670,1716556281,19800,1263610,Manthani,200
6,23.2442,89.5378,802,Clouds,scattered clouds,03n,stations,304.93,310.31,304.93,304.93,1000,62,1000.0,999.0,10000,4.01,206,7.16,,{'all': 42},1716572671,1716554421,21600,1185293,Narail,200
8,19.3107,74.1926,802,Clouds,scattered clouds,03n,stations,301.36,302.57,301.36,301.36,1002,57,1002.0,936.0,10000,6.29,278,12.92,,{'all': 35},1716572673,1716557679,19800,1257436,Sangamner,200
9,23.7415,81.7681,803,Clouds,broken clouds,04n,stations,307.61,307.06,307.61,307.61,999,30,999.0,951.0,10000,2.67,140,5.35,,{'all': 81},1716572675,1716556342,19800,1269503,Jaisinghnagar,200
9,18.85,79.95,804,Clouds,overcast clouds,04n,stations,304.7,308.65,304.7,304.7,998,58,998.0,987.0,10000,5.61,171,11.25,,{'all': 85},1716572676,1716556249,19800,1263610,Manthani,200
3,25.3107,70.1926,800,Clear,clear sky,01n,stations,306.52,308.77,306.52,306.52,999,45,999.0,990.0,10000,8.52,239,14.08,,{'all': 0},1716572677,1716559300,18000,1162959,Umarkot,200
9,-36.3159,80.1496,803,Clouds,broken clouds,04n,stations,288.52,287.94,288.52,288.52,1013,70,1013.0,1013.0,10000,12.41,286,14.54,,{'all': 84},1716572679,1716550567,18000,0,,200
10,-73.6102,-46.0653,600,Snow,light snow,13n,stations,250.4,243.4,250.4,250.4,981,97,981.0,981.0,457,6.21,325,9.97,,{'all': 100},1716572680,0,-10800,0,,200
3,22.85,79.95,800,Clear,clear sky,01n,stations,308.8,307.92,308.8,308.8,999,26,999.0,954.0,10000,1.92,9,2.32,,{'all': 0},1716572680,1716556679,19800,1276982,Bargi,200
1,30.85,80.95,800,Clear,clear sky,01n,stations,277.61,275.72,277.61,277.61,1014,62,1014.0,581.0,10000,2.17,221,2.63,,{'all': 1},1716572682,1716643834,28800,1281593,Burang,200
4,37.7415,73.7681,803,Clouds,broken clouds,04n,stations,277.44,274.68,277.44,277.44,1018,54,1018.0,625.0,10000,3.16,233,4.38,,{'all': 75},1716572683,1716560106,18000,1220962,Murghab,200
1,22.7415,77.7681,802,Clouds,scattered clouds,03n,stations,310.57,309.07,310.57,310.57,997,20,997.0,965.0,10000,3.35,73,8.74,,{'all': 32},1716572684,1716557191,19800,1269939,Hoshangābād,200
5,39.7415,68.7681,803,Clouds,broken clouds,04n,stations,287.17,286.4,287.17,287.17,1015,68,1015.0,834.0,10000,2.31,186,2.07,,{'all': 73},1716572684,1716561632,18000,1220571,Shahriston,200
4,27.7415,81.7681,800,Clear,clear sky,01n,stations,308.61,307.86,308.61,308.61,997,27,997.0,984.0,10000,2.42,72,2.5,,{'all': 6},1716572686,1716556809,19800,1275921,Bhinga,200
9,38.7415,70.7681,803,Clouds,broken clouds,04n,stations,277.91,277.91,277.91,277.91,1019,81,1019.0,717.0,10000,0.91,137,0.98,,{'all': 53},1716572687,1716560986,18000,1221417,Kevron,200
5,42.7415,68.7681,803,Clouds,broken clouds,04n,stations,293.55,293.47,293.55,293.55,1010,70,1010.0,985.0,10000,3.5,222,5.15,,{'all': 76},1716572688,1716562164,18000,1518156,Timur,200
4,19.85,70.95,804,Clouds,overcast clouds,04n,stations,301.38,307.64,301.38,301.38,1004,90,1004.0,1004.0,10000,8.07,273,10.83,,{'all': 98},1716572690,1716558515,18000,1259480,Podame,200
10,20.85,79.95,802,Clouds,scattered clouds,03n,stations,308.07,307.92,308.07,308.07,997,31,997.0,968.0,10000,1.91,199,3.63,,{'all': 44},1716572692,1716556461,19800,1260022,Pawni,200
7,-8.15,80.95,804,Clouds,overcast clouds,04n,stations,301.07,305.2,301.07,301.07,1010,81,1010.0,1010.0,10000,9.56,129,10.56,,{'all': 87},1716572694,1716553460,18000,0,,200
10,-69.6102,-48.0653,804,Clouds,overcast clouds,04n,stations,252.5,245.5,252.5,252.5,990,94,990.0,990.0,10000,9.13,311,15.19,,{'all': 90},1716572695,1716566017,-10800,0,,200
2,-70.6102,-50.0653,804,Clouds,overcast clouds,04n,stations,248.88,241.88,248.88,248.88,987,95,987.0,987.0,10000,7.41,317,12.67,,{'all': 92},1716572695,0,-10800,0,,200
5,-72.6102,-48.0653,804,Clouds,overcast clouds,04n,stations,251.38,244.38,251.38,251.38,982,93,982.0,982.0,10000,6.5,323,9.71,,{'all': 100},1716572696,0,-10800,0,,200
1,-72.6102,-47.0653,804,Clouds,overcast clouds,04n,stations,251.55,244.55,251.55,251.55,982,92,982.0,982.0,10000,6.87,322,10.41,,{'all': 100},1716572698,0,-10800,0,,200
10,-72.6102,-50.0653,804,Clouds,overcast clouds,04n,stations,250.27,243.27,250.27,250.27,982,95,982.0,982.0,10000,5.3,331,8.08,,{'all': 100},1716572699,0,-10800,0,,200
2,-81.6102,-46.0653,804,Clouds,overcast clouds,04n,stations,237.42,230.42,237.42,237.42,982,77,982.0,966.0,10000,3.08,144,3.11,,{'all': 100},1716572700,0,-10800,0,,200
2,-74.6102,-49.0653,804,Clouds,overcast clouds,04n,stations,252.52,245.52,252.52,252.52,978,95,978.0,978.0,10000,6.49,323,11.08,,{'all': 100},1716572701,0,-10800,0,,200
10,-74.6102,-51.0653,804,Clouds,overcast clouds,04n,stations,253.15,246.15,253.15,253.15,977,94,977.0,977.0,10000,5.8,316,9.6,,{'all': 100},1716572703,0,-10800,0,,200
1,-73.6102,-50.0653,804,Clouds,overcast clouds,04n,stations,250.95,243.95,250.95,250.95,980,96,980.0,980.0,10000,4.57,333,7.48,,{'all': 100},1716572703,0,-10800,0,,200
3,29.4572,-164.299,501,Rain,moderate rain,10d,stations,294.37,294.85,294.37,294.37,1022,88,1022.0,1022.0,10000,6.53,133,8.8,{'1h': 1.5},{'all': 70},1716572704,1716616102,-39600,0,,200
6,-69.1102,-47.5653,804,Clouds,overcast clouds,04n,stations,253.56,246.56,253.56,253.56,991,97,991.0,991.0,6521,8.94,317,15.5,,{'all': 86},1716572705,1716567352,-10800,0,,200
4,-74.1102,-48.5653,804,Clouds,overcast clouds,04n,stations,252.26,245.26,252.26,252.26,979,94,979.0,979.0,10000,6.02,323,9.99,,{'all': 100},1716572707,0,-10800,0,,200
8,-71.6102,-48.0653,804,Clouds,overcast clouds,04n,stations,250.68,243.68,250.68,250.68,984,93,984.0,984.0,10000,7.13,321,10.85,,{'all': 100},1716572709,0,-10800,0,,200
8,-71.1102,-50.5653,803,Clouds,broken clouds,04n,stations,248.6,241.6,248.6,248.6,985,95,985.0,985.0,10000,7.54,318,12.35,,{'all': 83},1716572710,0,-10800,0,,200
7,-73.6102,-44.0653,804,Clouds,overcast clouds,04n,stations,249.22,242.22,249.22,249.22,981,97,981.0,981.0,263,6.98,326,10.87,,{'all': 100},1716572711,0,-10800,0,,200
3,-76.1102,-45.5653,600,Snow,light snow,13n,stations,250.56,243.56,250.56,250.56,976,98,976.0,976.0,153,6.27,335,10.17,,{'all': 100},1716572712,0,-10800,0,,200
7,-75.6102,-44.0653,600,Snow,light snow,13n,stations,250.05,243.05,250.05,250.05,977,98,977.0,977.0,116,6.99,331,11.65,,{'all': 100},1716572713,0,-10800,0,,200
10,-71.6102,-47.0653,804,Clouds,overcast clouds,04n,stations,251.45,244.45,251.45,251.45,985,92,985.0,985.0,10000,7.43,320,11.33,,{'all': 100},1716572715,0,-10800,0,,200
1,-85.6102,-46.0653,803,Clouds,broken clouds,04n,stations,228.73,221.73,228.73,228.73,1001,74,1001.0,772.0,10000,8.47,124,14.0,,{'all': 54},1716572716,0,-10800,0,,200
4,-82.6102,-40.0653,800,Clear,clear sky,01n,stations,236.33,229.33,236.33,236.33,986,65,986.0,845.0,10000,6.49,98,7.85,,{'all': 4},1716572717,0,-10800,0,,200
5,-86.6102,-39.0653,802,Clouds,scattered clouds,03n,stations,223.28,216.28,223.28,223.28,1011,82,1011.0,735.0,10000,8.96,123,14.79,,{'all': 27},1716572718,0,43200,0,,200
9,-80.6102,-49.0653,804,Clouds,overcast clouds,04n,stations,238.71,232.26,238.71,238.71,981,95,981.0,961.0,10000,1.46,150,1.59,,{'all': 100},1716572720,0,-10800,0,,200
5,-80.6102,-51.0653,804,Clouds,overcast clouds,04n,stations,240.24,233.24,240.24,240.24,981,93,981.0,926.0,10000,3.62,123,4.89,,{'all': 100},1716572720,0,-10800,0,,200
1,-86.6102,-52.0653,803,Clouds,broken clouds,04n,stations,225.77,218.77,225.77,225.77,1008,73,1008.0,748.0,10000,10.01,140,16.73,,{'all': 68},1716572721,0,43200,0,,200
5,5.8505,81.2711,500,Rain,light rain,10n,stations,301.36,306.83,301.36,301.36,1007,86,1007.0,1007.0,10000,13.15,245,18.53,{'1h': 0.18},{'all': 99},1716572721,1716554666,18000,1244926,Hambantota,200
2,29.0837,79.7974,800,Clear,clear sky,01n,stations,303.45,303.86,303.45,303.45,1000,45,1000.0,968.0,10000,2.96,23,2.99,,{'all': 10},1716572722,1716557448,19800,1255963,Sitārganj,200
6,17.3107,78.1926,804,Clouds,overcast clouds,04n,stations,302.07,302.48,302.07,302.07,1001,48,1001.0,934.0,10000,6.07,176,9.65,,{'all': 93},1716572723,1716556512,19800,1255625,Srīrāmnagar,200
8,24.0837,84.7974,803,Clouds,broken clouds,04n,stations,304.63,304.86,304.63,304.63,1000,41,1000.0,949.0,10000,3.54,170,7.91,,{'all': 54},1716572723,1716555653,19800,1274536,Chatrā,200
2,3.0674,90.2376,804,Clouds,overcast clouds,04n,stations,302.44,308.24,302.44,302.44,1007,78,1007.0,1007.0,10000,6.13,262,9.76,,{'all': 100},1716572724,1716552257,21600,0,,200
6,66.9366,86.9366,802,Clouds,scattered clouds,03n,stations,264.58,260.28,264.58,264.58,1018,95,1018.0,1011.0,10000,2.28,356,2.61,,{'all': 46},1716572724,1716655793,25200,1494463,Polyarnyy,200
9,-47.9509,-37.4618,804,Clouds,overcast clouds,04d,stations,279.72,274.23,279.72,279.72,1006,62,1006.0,1006.0,10000,12.63,310,14.09,,{'all': 91},1716572725,1716576762,-7200,0,,200
3,18.9181,69.4406,804,Clouds,overcast clouds,04n,stations,301.94,308.59,301.94,301.94,1005,86,1005.0,1005.0,10000,6.64,272,8.5,,{'all': 100},1716572725,1716558779,18000,0,,200
7,18.85,74.95,803,Clouds,broken clouds,04n,stations,305.34,305.18,305.34,305.34,1000,37,1000.0,935.0,10000,8.64,291,14.36,,{'all': 71},1716572727,1716557449,19800,1278455,Ārangaon,200
8,22.9181,85.3639,803,Clouds,broken clouds,04n,stations,300.07,301.13,300.07,300.07,1001,60,1001.0,929.0,10000,1.7,178,3.06,,{'all': 60},1716572728,1716555387,19800,1266622,Khunti,200
1,18.2442,86.5378,804,Clouds,overcast clouds,04n,stations,303.53,310.53,303.53,303.53,998,79,998.0,998.0,10000,6.1,45,7.14,,{'all': 100},1716572729,1716554605,21600,0,,200
9,15.9975,70.7898,804,Clouds,overcast clouds,04n,stations,302.93,309.62,302.93,302.93,1005,78,1005.0,1005.0,10000,8.46,285,9.3,,{'all': 100},1716572730,1716558156,18000,0,,200
6,34.7415,74.7681,803,Clouds,broken clouds,04n,stations,281.97,280.13,281.97,281.97,1020,78,1020.0,736.0,10000,3.19,41,2.78,,{'all': 61},1716572732,1716559414,18000,1277358,Bandipura,200
2,25.2442,95.5378,800,Clear,clear sky,01n,stations,296.62,297.22,296.62,296.62,1001,84,1001.0,968.0,10000,0.06,64,0.2,,{'all': 1},1716572734,1716639638,23400,1259784,Phek,200
4,21.1232,77.2088,803,Clouds,broken clouds,04n,stations,313.19,311.46,313.19,313.19,997,16,997.0,962.0,10000,1.79,357,3.53,,{'all': 74},1716572735,1716557148,19800,1278580,Anjangaon,200
3,29.7415,79.7681,802,Clouds,scattered clouds,03n,stations,294.09,294.15,294.09,294.09,1006,73,1006.0,869.0,10000,0.85,355,0.92,,{'all': 26},1716572736,1716557538,19800,1277907,Bāgeshwar,200
4,22.3107,63.1926,801,Clouds,few clouds,02n,stations,302.65,309.65,302.65,302.65,1002,83,1002.0,1002.0,10000,7.18,233,8.36,,{'all': 24},1716572737,1716560642,14400,0,,200
1,23.85,83.95,800,Clear,clear sky,01n,stations,303.04,302.5,303.04,303.04,999,38,999.0,953.0,10000,2.61,174,4.44,,{'all': 8},1716572737,1716555830,19800,1276819,Barwādih,200
4,18.9975,74.7898,803,Clouds,broken clouds,04n,stations,305.6,305.05,305.6,305.6,1001,34,1001.0,934.0,10000,7.37,292,14.0,,{'all': 80},1716572738,1716557503,19800,1279228,Ahmednagar,200
4,28.7415,80.7681,800,Clear,clear sky,01n,stations,305.48,305.91,305.48,305.48,999,40,999.0,978.0,10000,2.66,29,3.39,,{'all': 7},1716572738,1716557172,20700,1283467,Dhangadhi,200
8,17.9975,75.7898,804,Clouds,overcast clouds,04n,stations,307.22,307.96,307.22,307.22,1000,37,1000.0,948.0,10000,8.08,297,11.42,,{'all': 99},1716572740,1716557159,19800,1267481,Kāti,200
3,68.9366,84.9366,802,Clouds,scattered clouds,03n,stations,259.7,253.44,259.7,259.7,1017,99,1017.0,1006.0,6548,3.04,192,3.08,,{'all': 31},1716572742,0,25200,1507116,Dudinka,200
9,29.2442,91.5378,804,Clouds,overcast clouds,04n,stations,285.17,284.23,285.17,285.17,1011,69,1011.0,668.0,10000,2.02,86,2.21,,{'all': 91},1716572743,1716641084,28800,8067345,Naidong,200
10,20.1232,78.2088,803,Clouds,broken clouds,04n,stations,311.72,311.34,311.72,311.72,996,23,996.0,966.0,10000,3.35,197,7.7,,{'all': 62},1716572745,1716556801,19800,1271343,Ghātanji,200
3,23.7415,83.7681,800,Clear,clear sky,01n,stations,302.24,301.85,302.24,302.24,1000,40,1000.0,951.0,10000,2.75,169,4.2,,{'all': 3},1716572745,1716555862,19800,1258731,Rāmānuj Ganj,200
5,28.2442,87.5378,802,Clouds,scattered clouds,03n,stations,271.4,266.86,271.4,271.4,1016,78,1016.0,527.0,10000,3.81,201,3.95,,{'all': 48},1716572746,1716641919,28800,1281124,Gyangkar,200
3,23.2442,92.5378,500,Rain,light rain,10n,stations,290.61,290.87,290.61,290.61,1002,94,1002.0,864.0,10000,1.24,108,1.07,{'1h': 0.65},{'all': 79},1716572747,1716553701,19800,1254609,Thenzawl,200
10,18.85,81.95,804,Clouds,overcast clouds,04n,stations,301.67,303.4,301.67,301.67,1000,60,1000.0,941.0,10000,2.24,181,5.6,,{'all': 100},1716572748,1716555769,19800,1269578,Jagdalpur,200
9,19.3107,71.1926,804,Clouds,overcast clouds,04n,stations,301.53,307.92,301.53,301.53,1004,89,1004.0,1004.0,10000,8.12,273,11.02,,{'all': 100},1716572750,1716558400,18000,0,,200
6,68.9366,86.9366,803,Clouds,broken clouds,04n,stations,260.33,254.94,260.33,260.33,1018,100,1018.0,1005.0,6106,2.5,154,2.35,,{'all': 57},1716572750,0,25200,1539232,Posëlok Aeroporta,200
3,31.85,81.95,800,Clear,clear sky,01n,stations,278.41,275.13,278.41,278.41,1007,26,1007.0,545.0,10000,4.37,232,6.92,,{'all': 7},1716572750,1716643727,28800,1280477,Geji,200
5,28.85,79.95,801,Clouds,few clouds,02n,stations,304.71,304.65,304.71,304.71,998,39,998.0,975.0,10000,3.03,47,4.48,,{'all': 24},1716572751,1716557382,19800,1266843,Khatīma,200
5,34.85,84.95,804,Clouds,overcast clouds,04n,stations,274.74,269.14,274.74,274.74,1015,66,1015.0,559.0,10000,7.35,80,8.11,,{'all': 88},1716572752,1716643427,28800,1279556,Yubzha,200
4,23.1232,77.2088,803,Clouds,broken clouds,04n,stations,308.11,308.91,308.11,309.14,998,35,998.0,943.0,10000,4.67,67,10.23,,{'all': 54},1716572752,1716557367,19800,1256913,Sehore,200
4,17.1232,78.2088,804,Clouds,overcast clouds,04n,stations,302.03,302.54,302.03,302.03,1001,49,1001.0,933.0,10000,5.28,180,9.05,,{'all': 91},1716572753,1716556489,19800,1271940,Farrukhnagar,200
7,67.9366,89.9366,804,Clouds,overcast clouds,04n,stations,261.88,258.59,261.88,261.88,1018,100,1018.0,950.0,1694,1.48,307,1.43,,{'all': 99},1716572754,1716657672,25200,1491600,Snezhnogorsk,200
2,22.2442,98.5378,803,Clouds,broken clouds,04n,stations,293.13,293.72,293.13,293.13,1007,97,1007.0,877.0,10000,0.92,184,1.07,,{'all': 68},1716572756,1716638577,23400,1297099,Shan State,200
10,23.2442,99.5378,803,Clouds,broken clouds,04n,stations,290.42,290.71,290.42,290.42,1009,96,1009.0,844.0,7372,1.14,156,1.06,,{'all': 79},1716572757,1716638448,28800,1281203,Gengma,200
5,17.85,73.95,803,Clouds,broken clouds,04n,stations,299.37,299.37,299.37,299.37,1004,64,1004.0,929.0,10000,4.79,270,9.17,,{'all': 70},1716572758,1716557586,19800,1253013,Wai,200
6,22.85,78.95,800,Clear,clear sky,01n,stations,309.5,308.47,309.5,309.5,998,24,998.0,959.0,10000,3.7,68,8.89,,{'all': 7},1716572759,1716556919,19800,1274267,Chichli,200
2,16.85,79.95,804,Clouds,overcast clouds,04n,stations,302.85,306.81,302.85,302.85,1000,67,1000.0,987.0,10000,6.19,185,11.94,,{'all': 100},1716572761,1716556043,19800,1266416,Kodār,200
